deck_label,slide_number,slide_id,title_text,object_count,text_object_count,picture_count,connector_count,table_count,text_char_count,paragraph_count,bullet_count,text_area_ratio,text_density_chars_per_1000pt2,occupied_area_ratio,object_density_per_million_pt2,focal_box_ratio,alignment_cue_ratio,min_font_pt,median_font_pt,max_font_pt,font_tier_count,title_font_pt,title_to_median_font_ratio,focus_hierarchy_proxy_percentile,load_headroom_proxy_percentile,relationship_encoding_declaration_count,reader_task,relationship_type,selected_grammar,reading_path_declared,visible_cue_count,manual_focus,manual_load,manual_relationship,manual_transition,manual_rhythm
copilot_ms365_v3_day1_instructor_vlc,63,S63,Day 1 마무리 — 강사 체크리스트,15,7,0,0,0,234,7,7,0.4305,1.0485223899858047,0.5025649989063865,28.935185185185187,0.12,0.5166666666666667,14.0,14.0,36.0,2,36.0,2.5714285714285716,,,,,,,,,,,,,
student-facing-lecture-v5,1,S01,[새싹4기] 생성형 AI 및 IT 도구 활용,5,4,0,0,0,179,6,0,0.41098026320376285,0.8401908291054505,0.41213529209843264,9.645303019194015,0.1740043529632262,0.15,12.0,27.0,34.0,3,34.0,1.2592592592592593,,,,,,,,,,,,,
student-facing-lecture-v5,2,S02,오늘 하루 흐름,6,6,0,0,1,437,32,0,0.6224465713750221,1.354332279500424,0.6202865173382375,11.57436362303282,0.4747168757092431,0.4583333333333333,9.0,13.0,27.0,5,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,3,S03,"개념으로 이해하고, 시나리오에서 써 보고, 내 산출물로 옮긴다.",6,5,0,0,0,160,7,0,0.6319818099124034,0.48838382968172656,0.6582624673599528,11.57436362303282,0.4661116604376996,0.5,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,4,S04,설문에서 보인 출발점,4,4,0,0,1,191,13,0,0.6658026559883592,0.5533930692815581,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,5,S05,2026년 6월 최신 흐름: AI가 더 많은 일을 맡기 시작했습니다,4,4,0,0,1,356,15,0,0.6658026559883592,1.0314551448389249,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,6,S06,이론 1: 프롬프트는 네 가지 정보를 주는 일입니다,4,4,0,0,1,176,18,0,0.6658026559883592,0.5099328805945247,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,7,S07,이론 2: 지식은 세 층으로 나누어 씁니다,4,4,0,0,1,158,15,0,0.6658026559883592,0.4577806541700847,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,8,S08,GCSE와 세 가지 지식은 같이 씁니다,4,4,0,0,1,162,18,0,0.6658026559883592,0.46937003781996023,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,9,S09,도구는 이름보다 역할로 고른다,4,4,0,0,1,176,15,0,0.6658026559883592,0.5099328805945247,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,10,S10,최근 흐름은 오늘의 루틴으로 이어집니다,4,4,0,0,1,247,18,0,0.6658026559883592,0.7156444403798159,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,11,S11,"• 1. Goal: 남길 산출물을 먼저 정한다.• 2. Context: 상황, 대상, 제약을 적는다.• 3. Source: AI가 볼 자료와 보면 안 되는 자료를 구분한다.• 4. Expectations: 형식, 톤, 보류 조건을 정한다.• 5. 답변을 표시하고 수정해 내 산출물로 옮긴다.",5,4,0,0,0,184,8,0,0.6618025559202391,0.536333907947491,0.6625725751833523,9.645303019194015,0.590014760047721,0.4,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,12,S12,활동: 내 작업을 GCSE로 바꾸기,12,9,0,0,0,321,16,0,0.44942924310360455,1.3778107751869373,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,13.0,27.0,6,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,13,S13,"프롬프트는 모르는 것을 맞히는 시험지가 아니라, 사람이 AI와 방향을 맞추는 구조다.",6,5,0,0,0,176,8,0,0.6319818099124034,0.5372222126498992,0.6582624673599528,11.57436362303282,0.4661116604376996,0.5,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,14,S14,교과서식 정리: 프롬프트의 네 요소,4,4,0,0,1,178,18,0,0.6658026559883592,0.5157275724194624,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,15,S15,첫 요청문 템플릿: GCSE,12,9,0,0,0,321,16,0,0.44942924310360455,1.3778107751869373,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,13.0,27.0,6,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,16,S16,AI 답변을 바로 쓰지 말고 표시한다,4,4,0,0,1,157,21,0,0.6658026559883592,0.45488330825761575,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,17,S17,수정 요청문 템플릿: 피드백 루프,12,9,0,0,0,326,20,0,0.44942924310360455,1.399272002214771,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,18.0,27.0,6,27.0,1.5,,,,,,,,,,,,,
student-facing-lecture-v5,18,S18,"오늘 오전에는 두 가지 상황을 다룹니다. 하나는 전세집을 알아보는 상황이고, 다른 하나는 외국인 친구에게 약속 변경 메시지를 보내야 하는 상황입니다.",15,11,0,0,0,308,11,0,0.3464486668998855,1.7149746059032902,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,19,S19,법률·계약 문제는 역할을 나눕니다,4,4,0,0,1,213,18,0,0.6658026559883592,0.6171346793558736,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,20,S20,"AI에게 안전하다, 위험하다, 계약해도 된다는 말을 시키지 않는다.",6,5,0,0,0,166,7,0,0.6319818099124034,0.5066982232947913,0.6582624673599528,11.57436362303282,0.4661116604376996,0.5,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,21,S21,"민지는 보증금 1억 8천만 원짜리 전세집을 알아보고 있습니다. 집은 마음에 들지만, 등기부등본에 근저당권 설정 이력이 있고 최근 소유권이 바뀌었는지는 아직 확인하지 못했습니다.",15,11,0,0,0,341,11,0,0.3464486668998855,1.898721885107214,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,22,S22,전세 확인 프롬프트: GCSE,12,9,0,0,0,366,16,0,0.44942924310360455,1.5709618184374423,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,9.0,27.0,6,27.0,3.0,,,,,,,,,,,,,
student-facing-lecture-v5,23,S23,"오늘 저녁에 만나기로 한 외국인 친구에게 갑자기 시간을 바꿔 달라고 말해야 합니다. 친구는 한국어를 배우는 중이라 긴 문장은 부담스러워하고, 너무 딱딱한 표현은 거리감 있게 느낄 수 있습니다.",15,11,0,0,0,321,11,0,0.3464486668998855,1.7873598977108967,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,24,S24,메신저 프롬프트: 관계와 톤,12,9,0,0,0,363,16,0,0.44942924310360455,1.5580850822207422,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,12.0,27.0,6,27.0,2.25,,,,,,,,,,,,,
student-facing-lecture-v5,25,S25,• 내 요청문에 선언적·절차적·상황적 지식이 들어갔나?• AI 답변에서 [확인 필요]를 표시했나?• AI가 대신 결정하면 안 되는 부분을 따로 남겼나?,5,4,0,0,0,98,6,0,0.6618025559202391,0.2856561031459463,0.6625725751833523,9.645303019194015,0.590014760047721,0.4,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,26,S26,"오후에는 사고 싶은 물건을 고르는 상황과 환율 뉴스를 해석하는 상황을 다룹니다. 둘 다 빨리 결론을 내리고 싶지만, 정보가 부족하면 AI 답변이 정답처럼 보일 수 있습니다.",15,11,0,0,0,300,11,0,0.3464486668998855,1.6704298109447633,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,27,S27,"지훈은 원룸에서 온라인 강의를 듣고 노트북 작업도 할 책상을 찾고 있습니다. 예산은 25만 원이고, 방 구조상 폭은 120cm를 넘기기 어렵습니다. 예쁜 사진만 보면 마음이 흔들립니다.",15,11,0,0,0,295,11,0,0.3464486668998855,1.6425893140956838,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,28,S28,가구 판단표 프롬프트: GCSE,12,9,0,0,0,375,15,0,0.44942924310360455,1.6095920270875435,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,12.5,27.0,6,27.0,2.16,,,,,,,,,,,,,
student-facing-lecture-v5,29,S29,"서연은 다음 달 여행을 앞두고 달러를 바꿀지 고민합니다. 뉴스에서는 환율이 움직였다고 말하지만, 기사마다 이유가 조금씩 다릅니다. 지난 4주 샘플 수치만 보고 바로 결론을 내리기는 어렵습니다.",15,11,0,0,0,311,11,0,0.3464486668998855,1.7316789040127378,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,30,S30,환율 추론 프롬프트: GCSE,12,9,0,0,1,357,21,0,0.4181884615715862,1.6468044885369566,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5416666666666666,8.0,13.0,27.0,7,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,31,S31,"입주자는 재계약을 앞두고 지난달보다 오른 관리비 고지서를 받았습니다. 집주인은 비용이 늘었다고 말하고, 부동산은 양쪽 이야기를 정리해 다시 연락하겠다고 합니다.",15,11,0,0,0,293,11,0,0.3464486668998855,1.631453115356052,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,32,S32,역할 카드,4,4,0,0,1,158,15,0,0.6658026559883592,0.4577806541700847,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,33,S33,시나리오: 무엇을 먼저 해보겠습니까,4,4,0,0,1,175,15,0,0.6658026559883592,0.5070355346820558,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,34,S34,시뮬레이션 프롬프트: 사실·감정·증거·요청,12,9,0,0,0,368,16,0,0.44942924310360455,1.579546309248576,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,13.0,27.0,6,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,35,S35,관리비 메시지 작성 프롬프트,12,9,0,0,0,341,15,0,0.44942924310360455,1.4636556832982728,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,12.5,27.0,6,27.0,2.16,,,,,,,,,,,,,
student-facing-lecture-v5,36,S36,위험 문장을 확인 요청으로 바꾼다,4,4,0,0,1,137,15,0,0.6658026559883592,0.39693639000823794,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,37,S37,"한 달 뒤 작은 행사를 열어야 합니다. 환갑 잔치, 밴드 공연, 홈커밍데이 중 하나를 골랐지만 누구를 부를지, 얼마를 쓸지, 어떤 순서로 준비할지 아직 흩어져 있습니다.",15,11,0,0,0,313,11,0,0.3464486668998855,1.7428151027523695,0.5290812357100467,28.935909057582048,0.07480187127384666,0.65,9.0,21.0,27.0,5,27.0,1.2857142857142858,,,,,,,,,,,,,
student-facing-lecture-v5,38,S38,프로젝트 브리프: 먼저 문제를 정의한다,4,4,0,0,1,164,18,0,0.6658026559883592,0.475164729644898,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,39,S39,행사 기획 프롬프트,12,9,0,0,0,372,16,0,0.44942924310360455,1.596715290870843,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,13.0,27.0,6,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,40,S40,가상 상황별 힌트,4,4,0,0,1,164,15,0,0.6658026559883592,0.475164729644898,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,41,S41,1쪽 패키지 검증표,4,4,0,0,1,140,15,0,0.6658026559883592,0.4056284277456446,0.6658026559883593,7.716242415355213,0.5940148601158411,0.375,9.0,17.0,27.0,4,27.0,1.588235294117647,,,,,,,,,,,,,
student-facing-lecture-v5,42,S42,"• 이름, 주소, 주민번호, 계좌, 계약서 원문을 그대로 넣지 않는다.• 계약, 투자, 환전, 분쟁 판단을 AI 답변으로 확정하지 않는다.• 최신 정보는 공식 사이트와 원문으로 다시 본다.• AI가 쓴 문장은 내 독자와 관계에 맞게 다시 고친다.",5,4,0,0,0,157,7,0,0.6618025559202391,0.4576327366725874,0.6625725751833523,9.645303019194015,0.590014760047721,0.4,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,43,S43,• 1. 이 질문은 어떤 상황에서 나왔나?• 2. AI에게 맡길 작은 작업은 무엇인가?• 3. 사람이 직접 판단할 부분은 무엇인가?• 4. 지금 바로 쓸 첫 요청문은 어떻게 쓰나?• 5. 공식 확인이 필요한 주제라면 결론을 보류한다.,5,4,0,0,0,151,8,0,0.6618025559202391,0.4401435875003866,0.6625725751833523,9.645303019194015,0.590014760047721,0.4,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
student-facing-lecture-v5,44,S44,내 AI 사용 루틴 5문장,12,9,0,0,0,320,16,0,0.44942924310360455,1.3735185297813703,0.6509222837349523,23.14872724606564,0.18211655590137382,0.5,8.0,13.0,27.0,6,27.0,2.076923076923077,,,,,,,,,,,,,
student-facing-lecture-v5,45,S45,"개념으로 이해하고, 시나리오에서 써 보고, 내 산출물로 옮긴다.",7,5,0,0,0,137,9,0,0.6319818099124034,0.41817865416497835,0.6582624673599525,13.503424226871623,0.4661116604376996,0.4642857142857143,9.0,27.0,27.0,2,27.0,1.0,,,,,,,,,,,,,
deck,1,S01,Generative AI for,8,6,0,0,0,121,6,6,0.5008,0.4660752672267582,0.56666239720035,15.432098765432098,0.156,0.5625,14.0,19.0,84.0,5,54.0,2.8421052631578947,,,,,,,,,,,,,
deck,2,S02,"오늘의 약속, 한 줄",15,11,0,0,0,230,13,13,0.4998,0.8877007593160721,0.6891243996062993,28.935185185185187,0.09449999999999999,0.7666666666666667,10.0,16.0,32.0,6,32.0,2.0,,,,,,,,,,,,,
deck,3,S03,사례 3종 — 숫자로 보는 절감,21,17,0,0,0,337,17,17,0.5896199999999999,1.102535803557931,0.7350893996062993,40.50925925925926,0.09449999999999999,0.8095238095238095,9.0,12.0,64.0,7,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,4,S04,"같은 도구,",7,6,0,0,0,117,6,6,0.444,0.5083208208208209,0.4559993996062992,13.503086419753087,0.16799999999999998,0.5,10.0,17.0,80.0,5,44.0,2.588235294117647,,,,,,,,,,,,,
deck,5,S05,"45분, 이렇게 흐릅니다",32,26,0,0,0,226,26,26,0.55943,0.7792874713967016,0.5842443996062993,61.72839506172839,0.09449999999999999,0.8359375,10.0,16.0,32.0,6,32.0,2.0,,,,,,,,,,,,,
deck,6,S06,Golden Structure,30,24,0,0,0,205,24,24,0.5096999999999999,0.775843694063562,0.6484493996062991,57.870370370370374,0.09449999999999999,0.8833333333333333,9.0,18.0,100.0,8,32.0,1.7777777777777777,,,,,,,,,,,,,
deck,7,S07,① Role — 누구로 일하게 할 것인가,20,13,0,0,0,377,22,22,0.5951799999999999,1.2218785146022846,0.7508793996062992,38.58024691358025,0.17595,0.7375,10.0,11.0,32.0,6,32.0,2.909090909090909,,,,,,,,,,,,,
deck,8,S08,② Context — 왜 · 누구에게 · 무엇을 이미 아는가,20,13,0,0,0,396,25,25,0.5951799999999999,1.2834585988925853,0.7508793996062992,38.58024691358025,0.17595,0.7375,10.0,11.0,32.0,6,32.0,2.909090909090909,,,,,,,,,,,,,
deck,9,S09,"③ Task — 동사로 시작, 산출물 1개",20,13,0,0,0,341,23,23,0.5951799999999999,1.105200460157504,0.7508793996062992,38.58024691358025,0.17595,0.7375,10.0,11.0,32.0,6,32.0,2.909090909090909,,,,,,,,,,,,,
deck,10,S10,④ Format — 보고서의 골격을 미리 그려라,20,13,0,0,0,399,28,28,0.5951799999999999,1.293181770096317,0.7508793996062992,38.58024691358025,0.17595,0.7375,10.0,11.0,32.0,6,32.0,2.909090909090909,,,,,,,,,,,,,
deck,11,S11,⑤ Guardrails — 프로페셔널함은 제약에서 나온다,20,13,0,0,0,382,26,26,0.5951799999999999,1.2380837999418375,0.7508793996062992,38.58024691358025,0.17595,0.7375,10.0,11.0,32.0,6,32.0,2.909090909090909,,,,,,,,,,,,,
deck,12,S12,마스터 프롬프트 — 한 장에 담기,8,6,0,0,0,361,16,16,0.67889,1.0257530038594227,0.7719893996062992,15.432098765432098,0.4715,0.4375,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,13,S13,"지금부터 20분,",15,11,0,0,0,104,11,11,0.48779999999999996,0.4112695447942134,0.548399399606299,28.935185185185187,0.16799999999999998,0.75,10.0,20.0,84.0,6,44.0,2.2,,,,,,,,,,,,,
deck,14,S14,시나리오 A — 현황(Status) 보고,17,12,0,0,0,359,23,23,0.62562,1.106926620150835,0.7029443996062993,32.79320987654321,0.195,0.6911764705882353,10.0,13.0,32.0,7,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,15,S15,모범 답안 — 시나리오 A,25,16,0,0,0,572,31,31,0.658765,1.6749448767442032,0.7580343996062991,48.22530864197531,0.28635,0.76,9.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,16,S16,마이크로 리뷰 — 가장 약한 블록은?,49,30,0,0,0,262,30,30,0.470065,1.0751730815268128,0.7580343996062993,94.52160493827161,0.09449999999999999,0.9030612244897959,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,17,S17,시나리오 B — 기획(Planning) 보고,17,12,0,0,0,330,23,23,0.62562,1.0175091494422719,0.7029443996062993,32.79320987654321,0.195,0.6911764705882353,10.0,13.0,32.0,7,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,18,S18,라이브 폴 — 내 프롬프트의 약점,49,30,0,0,0,262,30,30,0.470065,1.0751730815268128,0.7580343996062993,94.52160493827161,0.09449999999999999,0.8928571428571429,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,19,S19,시나리오 C — 결과(Results) 보고,17,12,0,0,0,356,23,23,0.62562,1.097676536974087,0.7029443996062993,32.79320987654321,0.195,0.6911764705882353,10.0,13.0,32.0,7,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,20,S20,"3개 시나리오, 공통 패턴",59,27,0,0,0,203,27,27,0.44371,0.8825347776088875,0.6931593996062991,113.81172839506173,0.09449999999999999,0.9322033898305084,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,21,S21,1줄 회고,13,7,0,0,0,84,7,7,0.3018,0.5369020445229855,0.699209399606299,25.07716049382716,0.09449999999999999,0.6730769230769231,10.0,14.0,32.0,5,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,22,S22,자주 묻는 질문 3가지,24,17,0,0,0,312,29,29,0.54538,1.1035458796652828,0.745239399606299,46.2962962962963,0.09449999999999999,0.7708333333333334,10.0,12.0,32.0,7,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,23,S23,"이번 주 한 건, 그리고 30일 챌린지",23,15,1,0,0,179,16,16,0.44539999999999996,0.7752429498799803,0.7146693996062992,44.367283950617285,0.09449999999999999,0.8152173913043478,10.0,15.5,32.0,6,32.0,2.064516129032258,,,,,,,,,,,,,
deck,24,S24,프롬프트는 검색어가 아닙니다.,10,8,0,0,0,175,8,8,0.5386,0.6267678434716435,0.5790993996062992,19.290123456790123,0.20400000000000001,0.55,10.0,17.5,84.0,7,38.0,2.1714285714285713,,,,,,,,,,,,,
deck,1,S01,Role · Context,7,5,0,0,0,130,5,5,0.528,0.47494622147399923,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,왜 Role인가,7,6,0,0,0,251,9,9,0.7473,0.6479086026568073,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,약한 Role vs 강한 Role,13,8,0,0,0,216,14,14,0.5473,0.7613131128570558,0.6971493996062995,25.07716049382716,0.16960000000000003,0.75,10.0,12.0,32.0,5,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,4,S04,Role 패턴 카드 5종,25,14,0,0,0,214,14,14,0.591,0.6984917799920621,0.7164993996062993,48.22530864197531,0.09449999999999999,0.81,10.0,14.0,32.0,4,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,5,S05,Context 4요소,7,6,0,0,0,239,9,9,0.7473,0.6169328925696292,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,6,S06,약한 Context vs 강한 Context,13,8,0,0,0,249,12,12,0.5473,0.8776248384324393,0.6971493996062995,25.07716049382716,0.16960000000000003,0.75,10.0,12.0,32.0,5,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,7,S07,"① 동일 Task, Role 3종",18,11,0,0,0,302,19,19,0.578975,1.0061949624682616,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,8,S08,마이크로 폴 — 가장 우리 회사 톤은?,43,24,0,0,0,268,24,24,0.423725,1.2200727090494432,0.7303243996062994,82.94753086419753,0.09449999999999999,0.8837209302325582,10.0,12.0,32.0,8,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,9,S09,미니 실습 — 본인 직무로 작성,14,9,0,0,0,485,24,24,0.6324000000000001,1.4793975136848845,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,10,S10,S2 랩업 — Role · Context 체크리스트,8,7,0,0,0,306,13,13,0.7473,0.78988060722304,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,1,S01,Task · Format,7,5,0,0,0,130,5,5,0.528,0.47494622147399923,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,Task의 3요소,7,6,0,0,0,243,9,9,0.7473,0.6272581292653553,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,약한 Task vs 강한 Task,13,8,0,0,0,189,11,11,0.5473,0.6661489737499239,0.6971493996062995,25.07716049382716,0.16960000000000003,0.75,10.0,12.0,32.0,5,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,4,S04,동사 카드 5종,25,14,0,0,0,164,14,14,0.591,0.5352927659752251,0.7164993996062993,48.22530864197531,0.09449999999999999,0.81,10.0,14.0,32.0,4,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,5,S05,Format 4축,7,6,0,0,0,232,9,9,0.7473,0.5988637283521088,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,6,S06,Format 템플릿 5종,25,14,0,0,0,221,14,14,0.591,0.7213396419544192,0.7164993996062993,48.22530864197531,0.09449999999999999,0.81,10.0,14.0,32.0,4,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,7,S07,① Task 강화 → Format 강화 → 둘 다,18,11,0,0,0,286,17,17,0.578975,0.952886620085837,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,8,S08,마이크로 폴 — 당신이 자주 빠뜨리는 블록은?,43,24,0,0,0,242,24,24,0.423725,1.1017074462312135,0.7303243996062992,82.94753086419753,0.09449999999999999,0.8837209302325582,10.0,12.0,32.0,8,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,9,S09,미니 실습 — S2 결과 위에 Task·Format 누적,14,9,0,0,0,457,24,24,0.6324000000000001,1.3939889974309116,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,10,S10,S3 랩업 — Task · Format 체크리스트,8,7,0,0,0,265,13,13,0.7473,0.6840469310918483,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,1,S01,Guardrails,7,5,0,0,0,139,5,5,0.528,0.5078271137298915,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,5종 제약,7,6,0,0,0,237,10,10,0.7473,0.6117702742217662,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,환각의 3가지 신호와 차단 패턴,7,6,0,0,0,264,9,9,0.7473,0.6814656219179168,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,4,S04,출처 요구 패턴,13,8,0,0,0,205,13,13,0.5473,0.7225425376652613,0.6971493996062995,25.07716049382716,0.16960000000000003,0.75,10.0,12.0,32.0,5,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,5,S05,톤 가드,7,6,0,0,0,217,9,9,0.7473,0.5601440907431362,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
